4;1.75;5.36;2.11;11.43;8.16;2.61;1.83;4.53;3.17;
4;1.8;5.45;2.04;11.55;8.17;2.64;1.83;4.58;3.17;
4;1.85;5.53;1.99;11.57;8.17;2.67;1.83;4.63;3.17;
4;1.9;5.6;1.93;11.67;8.18;2.7;1.83;4.67;3.17;
4;1.95;5.67;1.91;11.78;8.19;2.72;1.83;4.71;3.17;
4;2;5.74;1.88;11.89;8.2;2.75;1.83;4.75;3.17;
4;99999;7.06;1.95;12.5;8.2;3.66;1.83;6.33;3.17;
5;1;2.15;3.17;0;6.99;1.44;0;0;3.56;
5;1.05;2.47;3.32;0;7.43;1.55;0;0;3.66;
5;1.1;2.78;3.47;0;7.87;1.59;0;0;3.75;
5;1.15;3.08;3.58;0;8.26;1.66;0;0;3.84;
5;1.2;3.38;3.7;0;8.65;1.73;0;0;3.92;
5;1.25;3.79;3.8;0;9.03;1.8;0;0;3.99;
5;1.3;4.15;3.9;0;9.33;1.88;0;0;4.06;
5;1.35;4.5;3.96;0;9.69;1.95;0;0;4.12;
5;1.4;4.85;4.03;0;10;2.02;0;0;4.17;
5;1.45;5.19;4.09;0;10.25;2.09;0;0;4.22;
5;1.5;5.53;4.14;0;10.49;2.17;0;0;4.25;
5;1.55;5.86;4.16;0;10.7;2.24;0;0;4.28;
5;1.6;6.18;4.17;0;10.91;2.31;0;0;4.3;
5;1.65;6.48;4.14;0;11.08;2.38;0;0;4.32;
5;1.7;6.81;4.12;0;11.24;2.45;0;0;4.33;
5;1.75;7.11;4.12;0;11.39;2.53;0;0;4.33;
5;1.8;7.41;4.1;0;11.43;2.59;0;0;4.33;
5;1.85;7.68;4.08;0;11.65;2.66;0;0;4.33;
5;1.9;7.95;4.04;0;11.77;2.72;0;0;4.33;
5;1.95;8.21;3.99;0;11.83;2.78;0;0;4.33;
5;2;8.47;3.92;0;11.88;2.84;0;0;4.33;
5;99999;12.58;4213;0;11.88;5;0;0;4.33;
6;1;3.17;2.15;6.99;0;0;1.44;3.56;0;
6;1.05;3.29;2.07;7.2;0;0;1.44;3.63;0;
6;1.1;3.42;1.99;7.41;0;0;1.44;3.69;0;
6;1.15;3.52;1.89;7.56;0;0;1.44;3.74;0;
6;1.2;3.63;1.8;7.7;0;0;1.44;3.8;0;
6;1.25;3.71;1.74;7.82;0;0;1.44;3.85;0;
6;1.3;3.79;1.67;7.93;0;0;1.44;3.89;0;
6;1.35;3.84;1.59;8.02;0;0;1.44;3.93;0;
6;1.4;3.9;1.52;8.11;0;0;1.44;3.97;0;
6;1.45;3.94;1.45;8.13;0;0;1.44;4;0;
6;1.5;3.99;1.38;8.15;0;0;1.44;4.04;0;
6;1.55;4.03;1.34;8.2;0;0;1.44;4.07;0;
6;1.6;4.06;1.28;8.25;0;0;1.44;4.1;0;
6;1.65;4.09;1.23;8.28;0;0;1.44;4.13;0;
6;1.7;4.12;1.18;8.3;0;0;1.44;4.15;0;
6;1.75;4.14;1.15;8.31;0;0;1.44;4.17;0;
6;1.8;4.15;1.11;8.32;0;0;1.44;4.2;0;
6;1.85;4.16;1.08;8.33;0;0;1.44;4.22;0;
6;1.9;4.17;1.04;8.33;0;0;1.44;4.24;0;
6;1.95;4.17;1.01;8.33;0;0;1.44;4.26;0;
6;2;4.18;0.97;8.33;0;0;1.44;4.28;0;
6;99999;4.18;0.97;8.33;0;0;1.44;5;0;
7;1;2.13;2.6;5.46;6.17;1.44;0;2.5;3.03;
7;1.05;2.38;2.66;5.98;6.46;1.52;0;2.63;3.08;
7;1.1;2.63;2.71;6.5;6.75;1.59;0;2.75;3.11;
7;1.15;2.87;2.75;7.11;6.97;1.66;0;2.88;3.14;
7;1.2;3.11;2.78;7.72;7.19;1.73;0;3;3.16;
7;1.25;3.43;2.79;8.81;7.36;1.8;0;3.13;3.17;
7;1.3;3.56;2.77;8.59;7.51;1.88;0;3.25;3.17;
7;1.35;3.76;2.74;8.74;7.63;1.94;0;3.36;3.17;
7;1.4;3.96;2.71;8.88;7.74;2;0;3.47;3.17;
7;1.45;4.15;2.67;9.16;7.83;2.06;0;3.57;3.17;
7;1.5;4.32;2.63;9.44;7.91;2.11;0;3.66;3.17;
7;1.55;4.48;2.6;9.68;7.98;2.16;0;3.75;3.17;
7;1.6;4.63;2.55;9.91;8.02;2.21;0;3.83;3.17;
7;1.65;4.78;2.5;10.13;8.03;2.25;0;3.9;3.17;
7;1.7;4.92;2.45;10.34;8.1;2.3;0;3.98;3.17;
7;1.75;5.04;2.39;10.53;8.13;2.33;0;4.04;3.17;
7;1.8;5.17;2.32;10.71;8.17;2.37;0;4.11;3.17;
7;1.85;5.26;2.27;10.88;8.16;2.4;0;4.17;3.17;
7;1.9;5.36;2.22;11.04;8.14;2.44;0;4.21;3.17;
7;1.95;5.45;2.14;11.2;8.13;2.47;0;4.28;3.17;
7;2;5.55;2.07;11.35;8.12;2.5;0;4.33;3.17;
7;99999;7.07;2.05;12.5;8.12;3.66;0;6.34;3.17;
8;1;2.6;2.13;6.17;5.46;0;1.44;3.03;2.5;
8;1.05;2.78;2.09;6.47;5.56;0;1.44;3.12;2.5;
8;1.1;2.95;2.04;6.76;5.65;0;1.44;3.21;2.5;
8;1.15;3.09;1.98;6.99;5.7;0;1.44;3.29;2.5;
8;1.2;3.23;1.92;7.22;5.75;0;1.44;3.36;2.5;
8;1.25;3.34;1.85;7.4;5.75;0;1.44;3.42;2.5;
8;1.3;3.46;1.78;7.57;5.76;0;1.44;3.48;2.5;
8;1.35;3.55;1.72;7.7;5.75;0;1.44;3.54;2.5;
8;1.4;3.64;1.64;7.82;5.74;0;1.44;3.59;2.5;
8;1.45;3.71;1.59;7.91;5.73;0;1.44;3.64;2.5;
8;1.5;3.78;1.53;8;5.72;0;1.44;3.69;2.5;
8;1.55;3.84;1.47;8.07;5.69;0;1.44;3.73;2.5;
8;1.6;3.89;1.42;7.14;5.66;0;1.44;3.77;2.5;
8;1.65;3.94;1.37;8.2;5.62;0;1.44;3.81;2.5;
8;1.7;3.98;1.32;8.25;5.58;0;1.44;3.84;2.5;
8;1.75;4.01;1.27;8.3;5.56;0;1.44;3.87;2.5;
8;1.8;4.04;1.2;8.34;5.54;0;1.44;3.9;2.5;
8;1.85;4.07;1.17;8.38;5.55;0;1.44;3.93;2.5;
8;1.9;4.1;1.14;8.42;5.56;0;1.44;3.96;2.5;
8;1.95;4.11;1.11;8.45;5.6;0;1.44;3.99;2.5;
8;2;4.13;1.08;8.47;5.64;0;1.44;4.01;2.5;
8;99999;4.18;1.09;8.33;5.64;0;1.44;5;2.5;
9;1;2.11;2.11;5.15;5.15;0;0;2.5;2.5;
9;1.05;2.31;2.1;5.5;5.29;0;0;2.62;2.5;
9;1.1;2.5;2.09;5.85;5.43;0;0;2.73;2.5;
9;1.15;2.73;2.06;6.14;5.51;0;0;2.83;2.5;
9;1.2;2.94;2.02;6.43;5.59;0;0;2.92;2.5;
9;1.25;3.04;1.97;6.67;5.64;0;0;3;2.5;
9;1.3;3.13;1.91;6.9;5.68;0;0;3.08;2.5;
9;1.35;3.25;1.86;7.09;5.69;0;0;3.15;2.5;
9;1.4;3.38;1.81;7.28;5.7;0;0;3.21;2.5;
9;1.45;3.48;1.73;7.43;5.71;0;0;3.28;2.5;
9;1.5;3.58;1.66;7.57;5.72;0;0;3.33;2.5;
9;1.55;3.66;1.6;7.68;5.72;0;0;3.39;2.5;
9;1.6;3.73;1.54;7.79;5.72;0;0;3.44;2.5;
9;1.65;3.8;1.47;7.88;5.72;0;0;3.48;2.5;
9;1.7;3.86;1.4;7.97;5.72;0;0;3.53;2.5;
9;1.75;3.91;1.36;8.05;5.72;0;0;3.57;2.5;
9;1.8;3.95;1.32;8.12;5.72;0;0;3.61;2.5;
9;1.85;3.98;1.26;8.18;5.72;0;0;3.65;2.5;
9;1.9;4.01;1.21;8.24;5.72;0;0;3.68;2.5;
9;1.95;4.04;1.19;8.29;5.72;0;0;3.72;2.5;
9;2;4.07;1.16;8.33;5.72;0;0;3.75;2.5;
9;99999;4.19;1.17;8.33;5.72;0;0;5;2.5;
